"","Model","Quantity","Year","Month","Class"
"440","RENAULT FLUENCE",183,2011,2,"COMPACT_CARS"
"441","RENAULT MEGANE",2816,2011,2,"COMPACT_CARS"
"442","SKODA OCTAVIA",3267,2011,2,"COMPACT_CARS"
"443","SUBARU IMPREZA",169,2011,2,"COMPACT_CARS"
"444","TOYOTA AURIS",1043,2011,2,"COMPACT_CARS"
"445","TOYOTA PRIUS",201,2011,2,"COMPACT_CARS"
"446","TOYOTA VERSO",691,2011,2,"COMPACT_CARS"
"447","VOLVO C30",189,2011,2,"COMPACT_CARS"
"448","VW EOS",336,2011,2,"COMPACT_CARS"
"449","VW GOLF, JETTA",17144,2011,2,"COMPACT_CARS"
"450","VW NEW BEETLE",8,2011,2,"COMPACT_CARS"
"451","OTHER_MODEL",6,2011,2,"COMPACT_CARS"
"452","ZUSAMMEN",55671,2011,2,"COMPACT_CARS"
"454","ALFA 159, BRERA, GTV, SPIDER",142,2011,2,"MIDSIZE_CARS"
"455","ALPINA D3",7,2011,2,"MIDSIZE_CARS"
"456","AUDI A4, S4",4050,2011,2,"MIDSIZE_CARS"
"457","AUDI A5, S5, RS5",1561,2011,2,"MIDSIZE_CARS"
"458","BMW 3ER",3897,2011,2,"MIDSIZE_CARS"
"459","CITROEN C5",281,2011,2,"MIDSIZE_CARS"
"460","DODGE AVENGER",5,2011,2,"MIDSIZE_CARS"
"461","FIAT CROMA",13,2011,2,"MIDSIZE_CARS"
"462","FORD MONDEO",1932,2011,2,"MIDSIZE_CARS"
"463","HONDA ACCORD",310,2011,2,"MIDSIZE_CARS"
"464","HYUNDAI COUPE",34,2011,2,"MIDSIZE_CARS"
"465","HYUNDAI SONATA",0,2011,2,"MIDSIZE_CARS"
"466","KIA MAGENTIS",0,2011,2,"MIDSIZE_CARS"
"467","LEXUS IS",26,2011,2,"MIDSIZE_CARS"
"468","MAZDA 6",482,2011,2,"MIDSIZE_CARS"
"469","MERCEDES C-KLASSE",4233,2011,2,"MIDSIZE_CARS"
"470","OPEL INSIGNIA",1650,2011,2,"MIDSIZE_CARS"
"471","PEUGEOT 407",18,2011,2,"MIDSIZE_CARS"
"472","PEUGEOT 508",742,2011,2,"MIDSIZE_CARS"
"473","RENAULT LAGUNA",473,2011,2,"MIDSIZE_CARS"
"474","SAAB 9-3",40,2011,2,"MIDSIZE_CARS"
"475","SEAT EXEO",348,2011,2,"MIDSIZE_CARS"
"476","SKODA SUPERB",1310,2011,2,"MIDSIZE_CARS"
"477","SUBARU LEGACY",69,2011,2,"MIDSIZE_CARS"
"478","SUZUKI KIZASHI",66,2011,2,"MIDSIZE_CARS"
"479","TOYOTA AVENSIS, CARINA",676,2011,2,"MIDSIZE_CARS"
"480","VOLVO V50",284,2011,2,"MIDSIZE_CARS"
"481","VOLVO 40",8,2011,2,"MIDSIZE_CARS"
"482","VOLVO 60",979,2011,2,"MIDSIZE_CARS"
"483","VW PASSAT",8526,2011,2,"MIDSIZE_CARS"
"484","VW SCIROCCO",516,2011,2,"MIDSIZE_CARS"
"485","OTHER_MODEL",11,2011,2,"MIDSIZE_CARS"
"486","ZUSAMMEN",32689,2011,2,"MIDSIZE_CARS"
"488","ALPINA B3",9,2011,2,"EXECUTIVE_CARS"
"489","ALPINA B5",4,2011,2,"EXECUTIVE_CARS"
"490","AUDI A6, S6, RS6, A7",2916,2011,2,"EXECUTIVE_CARS"
"491","BMW 5ER",4699,2011,2,"EXECUTIVE_CARS"
"492","CHRYSLER 300C",26,2011,2,"EXECUTIVE_CARS"
"493","CITROEN C6",10,2011,2,"EXECUTIVE_CARS"
"494","JAGUAR XF",129,2011,2,"EXECUTIVE_CARS"
"495","MERCEDES E-KLASSE",3210,2011,2,"EXECUTIVE_CARS"
"496","RENAULT LATITUDE",11,2011,2,"EXECUTIVE_CARS"
"497","SAAB 9-5",19,2011,2,"EXECUTIVE_CARS"
"498","VOLVO 70",301,2011,2,"EXECUTIVE_CARS"
"499","VOLVO 80",16,2011,2,"EXECUTIVE_CARS"
"500","OTHER_MODEL",7,2011,2,"EXECUTIVE_CARS"
"501","ZUSAMMEN",11357,2011,2,"EXECUTIVE_CARS"
"503","ALPINA B7 BITURBO",1,2011,2,"LUXURY_VEHICLES"
"504","AUDI A8, S8",356,2011,2,"LUXURY_VEHICLES"
"505","BENTLEY CONTINENTAL",3,2011,2,"LUXURY_VEHICLES"
"506","BENTLEY MULSANNE",2,2011,2,"LUXURY_VEHICLES"
"507","BMW 6ER",28,2011,2,"LUXURY_VEHICLES"
"508","BMW 7ER",245,2011,2,"LUXURY_VEHICLES"
"509","GM CADILLAC CTS",6,2011,2,"LUXURY_VEHICLES"
"510","JAGUAR XJ",46,2011,2,"LUXURY_VEHICLES"
"511","LEXUS LS",3,2011,2,"LUXURY_VEHICLES"
"512","MASERATI QUATTROPORTE",3,2011,2,"LUXURY_VEHICLES"
"513","MAYBACH",1,2011,2,"LUXURY_VEHICLES"
"514","MERCEDES CL-KLASSE",32,2011,2,"LUXURY_VEHICLES"
"515","MERCEDES CLS",682,2011,2,"LUXURY_VEHICLES"
"516","MERCEDES S-KLASSE",411,2011,2,"LUXURY_VEHICLES"
"517","PORSCHE PANAMERA",156,2011,2,"LUXURY_VEHICLES"
"518","ROLLS ROYCE GHOST",1,2011,2,"LUXURY_VEHICLES"
"519","VW PHAETON",237,2011,2,"LUXURY_VEHICLES"
"520","OTHER_MODEL",0,2011,2,"LUXURY_VEHICLES"
"521","ZUSAMMEN",2213,2011,2,"LUXURY_VEHICLES"
"523","AUDI Q5",1706,2011,2,"OFFROAD_VEHICLE"
"524","AUDI Q7",291,2011,2,"OFFROAD_VEHICLE"
"525","BMW X1",2047,2011,2,"OFFROAD_VEHICLE"
"526","BMW X3",649,2011,2,"OFFROAD_VEHICLE"
"527","BMW X5",550,2011,2,"OFFROAD_VEHICLE"
"528","BMW X6",216,2011,2,"OFFROAD_VEHICLE"
"529","CHEVROLET CAPTIVA",385,2011,2,"OFFROAD_VEHICLE"
"530","CITROEN C-CROSSER",22,2011,2,"OFFROAD_VEHICLE"
"531","DACIA DUSTER",1766,2011,2,"OFFROAD_VEHICLE"
"532","DAIHATSU TERIOS",76,2011,2,"OFFROAD_VEHICLE"
"533","DODGE NITRO",2,2011,2,"OFFROAD_VEHICLE"
"534","FIAT SEDICI",83,2011,2,"OFFROAD_VEHICLE"
"535","FORD KUGA",1362,2011,2,"OFFROAD_VEHICLE"
"536","GM CADILLAC ESCALADE",8,2011,2,"OFFROAD_VEHICLE"
"537","HONDA CR-V",466,2011,2,"OFFROAD_VEHICLE"
"538","HYUNDAI IX 35",1341,2011,2,"OFFROAD_VEHICLE"
"539","HYUNDAI IX 55",45,2011,2,"OFFROAD_VEHICLE"
"540","HYUNDAI SANTA FE",120,2011,2,"OFFROAD_VEHICLE"
"541","INFINITI EX37",9,2011,2,"OFFROAD_VEHICLE"
"542","INFINITI FX",35,2011,2,"OFFROAD_VEHICLE"
"543","JEEP CHEROKEE",14,2011,2,"OFFROAD_VEHICLE"
"544","JEEP GRAND CHEROKEE",31,2011,2,"OFFROAD_VEHICLE"
"545","JEEP PATRIOT",46,2011,2,"OFFROAD_VEHICLE"
"546","JEEP WRANGLER",90,2011,2,"OFFROAD_VEHICLE"
"547","KIA SORENTO",267,2011,2,"OFFROAD_VEHICLE"
"548","KIA SPORTAGE",586,2011,2,"OFFROAD_VEHICLE"
"549","LADA NIVA",407,2011,2,"OFFROAD_VEHICLE"
"550","LAND ROVER DEFENDER",3,2011,2,"OFFROAD_VEHICLE"
"551","LAND ROVER DISCOVERY",80,2011,2,"OFFROAD_VEHICLE"
"552","LAND ROVER FREELANDER",117,2011,2,"OFFROAD_VEHICLE"
"553","LAND ROVER RANGE ROVER",95,2011,2,"OFFROAD_VEHICLE"
"554","LAND ROVER RANGE ROVER SPORT",166,2011,2,"OFFROAD_VEHICLE"
"555","LEXUS RX",48,2011,2,"OFFROAD_VEHICLE"
"556","MAZDA CX-7",257,2011,2,"OFFROAD_VEHICLE"
"557","MAZDA CX-9",25,2011,2,"OFFROAD_VEHICLE"
"558","MERCEDES G-KLASSE",62,2011,2,"OFFROAD_VEHICLE"
"559","MERCEDES GL-KLASSE",73,2011,2,"OFFROAD_VEHICLE"
"560","MERCEDES GLK",766,2011,2,"OFFROAD_VEHICLE"
"561","MERCEDES ML-KLASSE",450,2011,2,"OFFROAD_VEHICLE"
"562","MERCEDES R-KLASSE",92,2011,2,"OFFROAD_VEHICLE"
"563","MITSUBISHI ASX",972,2011,2,"OFFROAD_VEHICLE"
"564","MITSUBISHI OUTLANDER",346,2011,2,"OFFROAD_VEHICLE"
"565","MITSUBISHI PAJERO, MONTERO",158,2011,2,"OFFROAD_VEHICLE"
"566","NISSAN MURANO",51,2011,2,"OFFROAD_VEHICLE"
"567","NISSAN PATHFINDER",51,2011,2,"OFFROAD_VEHICLE"
"568","NISSAN X-TRAIL",99,2011,2,"OFFROAD_VEHICLE"
"569","OPEL ANTARA",11,2011,2,"OFFROAD_VEHICLE"
"570","PEUGEOT 4007",33,2011,2,"OFFROAD_VEHICLE"
"571","PORSCHE CAYENNE",452,2011,2,"OFFROAD_VEHICLE"
"572","RENAULT KOLEOS",186,2011,2,"OFFROAD_VEHICLE"
"573","SKODA YETI",1285,2011,2,"OFFROAD_VEHICLE"
"574","SUBARU FORESTER",601,2011,2,"OFFROAD_VEHICLE"
"575","SUZUKI GRAND VITARA",407,2011,2,"OFFROAD_VEHICLE"
"576","SUZUKI JIMNY",424,2011,2,"OFFROAD_VEHICLE"
"577","TOYOTA LANDCRUISER",201,2011,2,"OFFROAD_VEHICLE"
"578","TOYOTA RAV 4",724,2011,2,"OFFROAD_VEHICLE"
"579","VOLVO XC60",571,2011,2,"OFFROAD_VEHICLE"
"580","VOLVO XC70",76,2011,2,"OFFROAD_VEHICLE"
"581","VOLVO XC90",167,2011,2,"OFFROAD_VEHICLE"
"582","VW TIGUAN",4361,2011,2,"OFFROAD_VEHICLE"
"583","VW TOUAREG",761,2011,2,"OFFROAD_VEHICLE"
"584","OTHER_MODEL",9,2011,2,"OFFROAD_VEHICLE"
"585","ZUSAMMEN",26800,2011,2,"OFFROAD_VEHICLE"
"587","ASTON MARTIN DBS",4,2011,2,"SPORTS_CARS"
"588","ASTON MARTIN DB9",4,2011,2,"SPORTS_CARS"
"589","ASTON MARTIN RAPIDE",1,2011,2,"SPORTS_CARS"
"590","ASTON MARTIN V8",11,2011,2,"SPORTS_CARS"
"591","ASTON MARTIN V12",0,2011,2,"SPORTS_CARS"
"592","AUDI R8",52,2011,2,"SPORTS_CARS"
"593","AUDI TT",339,2011,2,"SPORTS_CARS"
"594","BMW Z4",327,2011,2,"SPORTS_CARS"
"595","DODGE VIPER",0,2011,2,"SPORTS_CARS"
"596","FERRARI CALIFORNIA",13,2011,2,"SPORTS_CARS"
"597","FERRARI F 430",0,2011,2,"SPORTS_CARS"
"598","FERRARI 458",23,2011,2,"SPORTS_CARS"
"599","FERRARI 599 GTB",1,2011,2,"SPORTS_CARS"
"600","FERRARI 599 GTO",2,2011,2,"SPORTS_CARS"
"601","FORD MUSTANG",1,2011,2,"SPORTS_CARS"
"602","GM CADILLAC XLR ROADSTER",0,2011,2,"SPORTS_CARS"
"603","GM CORVETTE",5,2011,2,"SPORTS_CARS"
"604","HONDA CR-Z",27,2011,2,"SPORTS_CARS"
"605","JAGUAR XK",34,2011,2,"SPORTS_CARS"
"606","LAMBORGHINI GALLARDO",5,2011,2,"SPORTS_CARS"
"607","LAMBORGHINI MURCIELAGO",1,2011,2,"SPORTS_CARS"
"608","LOTUS ELISE",0,2011,2,"SPORTS_CARS"
"609","LOTUS EVORA",4,2011,2,"SPORTS_CARS"
"610","LOTUS EXIGE",0,2011,2,"SPORTS_CARS"
"611","MASERATI GRANTURISMO",15,2011,2,"SPORTS_CARS"
"612","MERCEDES E-KLASSE COUPE",887,2011,2,"SPORTS_CARS"
"613","MERCEDES SL",64,2011,2,"SPORTS_CARS"
"614","MERCEDES SLK",101,2011,2,"SPORTS_CARS"
"615","MERCEDES SLR",1,2011,2,"SPORTS_CARS"
"616","MERCEDES SLS AMG",109,2011,2,"SPORTS_CARS"
"617","MORGAN 4/4",11,2011,2,"SPORTS_CARS"
"618","NISSAN GT-R",14,2011,2,"SPORTS_CARS"
"619","NISSAN 370Z",36,2011,2,"SPORTS_CARS"
"620","OPEL GT",0,2011,2,"SPORTS_CARS"
"621","PEUGEOT RCZ",160,2011,2,"SPORTS_CARS"
"622","PORSCHE BOXSTER, CAYMAN",125,2011,2,"SPORTS_CARS"
"623","PORSCHE 911",389,2011,2,"SPORTS_CARS"
"624","WIESMANN GT",0,2011,2,"SPORTS_CARS"
"625","WIESMANN ROADSTER",7,2011,2,"SPORTS_CARS"
"626","OTHER_MODEL",0,2011,2,"SPORTS_CARS"
"627","ZUSAMMEN",2773,2011,2,"SPORTS_CARS"
"629","CHEVROLET REZZO",11,2011,2,"MINI_VANS"
"630","FIAT MULTIPLA",7,2011,2,"MINI_VANS"
"631","FORD FOCUS C-MAX",1251,2011,2,"MINI_VANS"
"632","HYUNDAI IX 20",657,2011,2,"MINI_VANS"
"633","KIA SOUL",144,2011,2,"MINI_VANS"
"634","LANCIA MUSA",18,2011,2,"MINI_VANS"
"635","MERCEDES B-KLASSE",3375,2011,2,"MINI_VANS"
"636","NISSAN CUBE",6,2011,2,"MINI_VANS"
"637","NISSAN NOTE",444,2011,2,"MINI_VANS"
"638","NISSAN QASHQAI",2480,2011,2,"MINI_VANS"
"639","OPEL MERIVA",3001,2011,2,"MINI_VANS"
"640","PEUGEOT 3008",403,2011,2,"MINI_VANS"
"641","RENAULT MODUS",278,2011,2,"MINI_VANS"
"642","RENAULT SCENIC",1426,2011,2,"MINI_VANS"
"643","SEAT ALTEA, TOLEDO, LEON",1309,2011,2,"MINI_VANS"
"644","SKODA ROOMSTER",1013,2011,2,"MINI_VANS"
"645","SUBARU TREZIA",26,2011,2,"MINI_VANS"
"646","TOYOTA URBAN CRUISER",46,2011,2,"MINI_VANS"
"647","OTHER_MODEL",3,2011,2,"MINI_VANS"
"648","ZUSAMMEN",15898,2011,2,"MINI_VANS"
"650","CHEVROLET ORLANDO",210,2011,2,"LARGE_VANS"
"651","CHRYSLER VOYAGER",62,2011,2,"LARGE_VANS"
"652","CITROEN C8",62,2011,2,"LARGE_VANS"
"653","DODGE JOURNEY",67,2011,2,"LARGE_VANS"
"654","FIAT ULYSSE, SCUDO",42,2011,2,"LARGE_VANS"
"655","FORD GALAXY",410,2011,2,"LARGE_VANS"
"656","FORD S-MAX",1357,2011,2,"LARGE_VANS"
"657","KIA CARENS",25,2011,2,"LARGE_VANS"
"658","MAZDA 5",501,2011,2,"LARGE_VANS"
"659","MERCEDES VIANO",842,2011,2,"LARGE_VANS"
"660","OPEL ZAFIRA",1733,2011,2,"LARGE_VANS"
"661","PEUGEOT 807",39,2011,2,"LARGE_VANS"
"662","PEUGEOT 5008",338,2011,2,"LARGE_VANS"
"663","RENAULT ESPACE",149,2011,2,"LARGE_VANS"
"664","SEAT ALHAMBRA",417,2011,2,"LARGE_VANS"
"665","VW SHARAN",1742,2011,2,"LARGE_VANS"
"666","VW TOURAN",3991,2011,2,"LARGE_VANS"
"667","OTHER_MODEL",0,2011,2,"LARGE_VANS"
"668","ZUSAMMEN",11987,2011,2,"LARGE_VANS"
"670","CITROEN BERLINGO",804,2011,2,"UTILITIES"
"671","CITROEN JUMPER",28,2011,2,"UTILITIES"
"672","CITROEN JUMPY",58,2011,2,"UTILITIES"
"673","CITROEN NEMO",29,2011,2,"UTILITIES"
"674","FIAT DOBLO",176,2011,2,"UTILITIES"
"675","FIAT DUCATO",52,2011,2,"UTILITIES"
"676","FIAT FIORINO",90,2011,2,"UTILITIES"
"677","FORD TRANSIT CONNECT",69,2011,2,"UTILITIES"
"678","FORD TRANSIT, TOURNEO",522,2011,2,"UTILITIES"
"679","HYUNDAI H-1 STAREX",137,2011,2,"UTILITIES"
"680","MERCEDES SPRINTER",199,2011,2,"UTILITIES"
"681","MERCEDES VITO",466,2011,2,"UTILITIES"
"682","NISSAN NAVARA",4,2011,2,"UTILITIES"
"683","NISSAN NV200",125,2011,2,"UTILITIES"
"684","NISSAN PRIMASTAR",1,2011,2,"UTILITIES"
"685","OPEL COMBO",86,2011,2,"UTILITIES"
"686","OPEL VIVARO",253,2011,2,"UTILITIES"
"687","PEUGEOT BIPPER",14,2011,2,"UTILITIES"
"688","PEUGEOT BOXER",40,2011,2,"UTILITIES"
"689","PEUGEOT EXPERT",63,2011,2,"UTILITIES"
"690","PEUGEOT PARTNER",363,2011,2,"UTILITIES"
"691","RENAULT KANGOO",754,2011,2,"UTILITIES"
"692","RENAULT TRAFIC",233,2011,2,"UTILITIES"
"693","TOYOTA HIACE",3,2011,2,"UTILITIES"
"694","VW CADDY",2120,2011,2,"UTILITIES"
"695","VW CRAFTER",59,2011,2,"UTILITIES"
"696","VW TRANSPORTER, CARAVELLE",2080,2011,2,"UTILITIES"
"697","OTHER_MODEL",6,2011,2,"UTILITIES"
"698","ZUSAMMEN",8834,2011,2,"UTILITIES"
"700","CITROEN JUMPER",49,2011,2,"RVs"
"701","FIAT DUCATO",837,2011,2,"RVs"
"702","FORD TRANSIT, TOURNEO",138,2011,2,"RVs"
"703","IVECO DAILY",27,2011,2,"RVs"
"704","MERCEDES SPRINTER",26,2011,2,"RVs"
"705","MERCEDES VIANO",42,2011,2,"RVs"
"706","VW TRANSPORTER, CARAVELLE",110,2011,2,"RVs"
"707","OTHER_MODEL",44,2011,2,"RVs"
"708","ZUSAMMEN",1273,2011,2,"RVs"
"710","CHEVROLET MATIZ",2,2011,3,"MINIS"
"711","CHEVROLET SPARK",892,2011,3,"MINIS"
"712","CITROEN C-ZERO",7,2011,3,"MINIS"
"713","CITROEN C1",782,2011,3,"MINIS"
"714","DAIHATSU CUORE",171,2011,3,"MINIS"
"715","FIAT PANDA",1595,2011,3,"MINIS"
"716","FIAT 500",1545,2011,3,"MINIS"
"717","FORD KA",1189,2011,3,"MINIS"
"718","HYUNDAI I 10",1519,2011,3,"MINIS"
"719","LANCIA YPSILON",15,2011,3,"MINIS"
"720","MITSUBISHI I-MIEV",114,2011,3,"MINIS"
"721","NISSAN PIXO",336,2011,3,"MINIS"
"722","OPEL AGILA",507,2011,3,"MINIS"
"723","PEUGEOT ION",16,2011,3,"MINIS"
"724","PEUGEOT 107",446,2011,3,"MINIS"
"725","RENAULT TWINGO",1675,2011,3,"MINIS"
"726","SMART FORTWO",3305,2011,3,"MINIS"
"727","SUZUKI ALTO",833,2011,3,"MINIS"
"728","SUZUKI SPLASH",389,2011,3,"MINIS"
"729","TOYOTA AYGO",1468,2011,3,"MINIS"
"730","TOYOTA IQ",307,2011,3,"MINIS"
"731","VW FOX",1183,2011,3,"MINIS"
"732","OTHER_MODEL",0,2011,3,"MINIS"
"733","ZUSAMMEN",18296,2011,3,"MINIS"
"735","ALFA MITO",287,2011,3,"SMALL_CARS"
"736","AUDI A1, S1",2988,2011,3,"SMALL_CARS"
"737","BMW MINI",3497,2011,3,"SMALL_CARS"
"738","CHEVROLET KALOS, AVEO",212,2011,3,"SMALL_CARS"
"739","CITROEN C2",1,2011,3,"SMALL_CARS"
"740","CITROEN C3",1514,2011,3,"SMALL_CARS"
"741","CITROEN DS3",593,2011,3,"SMALL_CARS"
"742","DAIHATSU COPEN",8,2011,3,"SMALL_CARS"
"743","DAIHATSU MATERIA",44,2011,3,"SMALL_CARS"
"744","DAIHATSU SIRION",242,2011,3,"SMALL_CARS"
"745","FIAT PUNTO",1922,2011,3,"SMALL_CARS"
"746","FORD FIESTA",5785,2011,3,"SMALL_CARS"
"747","FORD FUSION",408,2011,3,"SMALL_CARS"
"748","HONDA INSIGHT",5,2011,3,"SMALL_CARS"
"749","HONDA JAZZ",1754,2011,3,"SMALL_CARS"
"750","HYUNDAI GETZ",0,2011,3,"SMALL_CARS"
"751","HYUNDAI I 20",1116,2011,3,"SMALL_CARS"
"752","KIA PICANTO",723,2011,3,"SMALL_CARS"
"753","KIA VENGA",990,2011,3,"SMALL_CARS"
"754","MAZDA 2",1064,2011,3,"SMALL_CARS"
"755","MITSUBISHI COLT",1224,2011,3,"SMALL_CARS"
"756","NISSAN JUKE",1092,2011,3,"SMALL_CARS"
"757","NISSAN MICRA",1817,2011,3,"SMALL_CARS"
"758","OPEL CORSA",7137,2011,3,"SMALL_CARS"
"759","PEUGEOT 206",904,2011,3,"SMALL_CARS"
"760","PEUGEOT 207",2501,2011,3,"SMALL_CARS"
"761","RENAULT CLIO",2154,2011,3,"SMALL_CARS"
"762","RENAULT WIND",392,2011,3,"SMALL_CARS"
"763","SEAT IBIZA, CORDOBA",3036,2011,3,"SMALL_CARS"
"764","SKODA FABIA",7075,2011,3,"SMALL_CARS"
"765","SUBARU JUSTY",50,2011,3,"SMALL_CARS"
"766","SUZUKI SWIFT",629,2011,3,"SMALL_CARS"
"767","SUZUKI SX4",796,2011,3,"SMALL_CARS"
"768","TOYOTA YARIS",2939,2011,3,"SMALL_CARS"
"769","VW POLO",8894,2011,3,"SMALL_CARS"
"770","OTHER_MODEL",0,2011,3,"SMALL_CARS"
"771","ZUSAMMEN",63793,2011,3,"SMALL_CARS"
"773","ALFA GIULIETTA",858,2011,3,"COMPACT_CARS"
"774","ALFA 147, GT",14,2011,3,"COMPACT_CARS"
"775","AUDI A3, S3, RS3",5968,2011,3,"COMPACT_CARS"
"776","BMW 1ER",4892,2011,3,"COMPACT_CARS"
"777","CHEVROLET CRUZE",534,2011,3,"COMPACT_CARS"
"778","CHEVROLET NUBIRA",18,2011,3,"COMPACT_CARS"
"779","CITROEN C4",2346,2011,3,"COMPACT_CARS"
"780","CITROEN DS4",17,2011,3,"COMPACT_CARS"
"781","DACIA LOGAN",523,2011,3,"COMPACT_CARS"
"782","DACIA SANDERO",1053,2011,3,"COMPACT_CARS"
"783","DODGE CALIBER",41,2011,3,"COMPACT_CARS"
"784","FIAT BRAVO, BRAVA",154,2011,3,"COMPACT_CARS"
"785","FORD FOCUS",5780,2011,3,"COMPACT_CARS"
"786","HONDA CIVIC",1247,2011,3,"COMPACT_CARS"
"787","HYUNDAI I 30",3917,2011,3,"COMPACT_CARS"
"788","KIA CEED",736,2011,3,"COMPACT_CARS"
"789","KIA RIO",299,2011,3,"COMPACT_CARS"
"790","LADA 1118",7,2011,3,"COMPACT_CARS"
"791","LADA 2170",16,2011,3,"COMPACT_CARS"
"792","LANCIA DELTA",119,2011,3,"COMPACT_CARS"
"793","LEXUS CT",209,2011,3,"COMPACT_CARS"
"794","MAZDA MX-5",517,2011,3,"COMPACT_CARS"
"795","MAZDA 3",1712,2011,3,"COMPACT_CARS"
"796","MERCEDES A-KLASSE",2534,2011,3,"COMPACT_CARS"
"797","MITSUBISHI LANCER",421,2011,3,"COMPACT_CARS"
"798","NISSAN TIIDA",78,2011,3,"COMPACT_CARS"
"799","OPEL ASTRA",9242,2011,3,"COMPACT_CARS"
"800","PEUGEOT 308",1525,2011,3,"COMPACT_CARS"
"801","RENAULT FLUENCE",101,2011,3,"COMPACT_CARS"
"802","RENAULT MEGANE",2543,2011,3,"COMPACT_CARS"
"803","SKODA OCTAVIA",5262,2011,3,"COMPACT_CARS"
"804","SUBARU IMPREZA",137,2011,3,"COMPACT_CARS"
"805","TOYOTA AURIS",1923,2011,3,"COMPACT_CARS"
"806","TOYOTA PRIUS",376,2011,3,"COMPACT_CARS"
"807","TOYOTA VERSO",712,2011,3,"COMPACT_CARS"
"808","VOLVO C30",165,2011,3,"COMPACT_CARS"
"809","VW EOS",955,2011,3,"COMPACT_CARS"
"810","VW GOLF, JETTA",24727,2011,3,"COMPACT_CARS"
"811","VW NEW BEETLE",7,2011,3,"COMPACT_CARS"
"812","OTHER_MODEL",5,2011,3,"COMPACT_CARS"
"813","ZUSAMMEN",81690,2011,3,"COMPACT_CARS"
"815","ALFA 159, BRERA, GTV, SPIDER",170,2011,3,"MIDSIZE_CARS"
"816","ALPINA D3",17,2011,3,"MIDSIZE_CARS"
"817","AUDI A4, S4",5858,2011,3,"MIDSIZE_CARS"
"818","AUDI A5, S5, RS5",2534,2011,3,"MIDSIZE_CARS"
"819","BMW 3ER",6406,2011,3,"MIDSIZE_CARS"
"820","CITROEN C5",460,2011,3,"MIDSIZE_CARS"
"821","DODGE AVENGER",0,2011,3,"MIDSIZE_CARS"
"822","FIAT CROMA",21,2011,3,"MIDSIZE_CARS"
"823","FORD MONDEO",3027,2011,3,"MIDSIZE_CARS"
"824","HONDA ACCORD",680,2011,3,"MIDSIZE_CARS"
"825","HYUNDAI COUPE",76,2011,3,"MIDSIZE_CARS"
"826","HYUNDAI SONATA",1,2011,3,"MIDSIZE_CARS"
"827","INFINITI G37",17,2011,3,"MIDSIZE_CARS"
"828","KIA MAGENTIS",0,2011,3,"MIDSIZE_CARS"
"829","LEXUS IS",78,2011,3,"MIDSIZE_CARS"
"830","MAZDA 6",1566,2011,3,"MIDSIZE_CARS"
"831","MERCEDES C-KLASSE",4677,2011,3,"MIDSIZE_CARS"
"832","OPEL INSIGNIA",2772,2011,3,"MIDSIZE_CARS"
"833","PEUGEOT 407",17,2011,3,"MIDSIZE_CARS"
"834","PEUGEOT 508",441,2011,3,"MIDSIZE_CARS"
"835","RENAULT LAGUNA",525,2011,3,"MIDSIZE_CARS"
"836","SAAB 9-3",79,2011,3,"MIDSIZE_CARS"
"837","SEAT EXEO",700,2011,3,"MIDSIZE_CARS"
"838","SKODA SUPERB",1731,2011,3,"MIDSIZE_CARS"
"839","SUBARU LEGACY",126,2011,3,"MIDSIZE_CARS"
"840","SUZUKI KIZASHI",90,2011,3,"MIDSIZE_CARS"
"841","TOYOTA AVENSIS, CARINA",974,2011,3,"MIDSIZE_CARS"
"842","VOLVO V50",446,2011,3,"MIDSIZE_CARS"
"843","VOLVO 40",20,2011,3,"MIDSIZE_CARS"
"844","VOLVO 60",1128,2011,3,"MIDSIZE_CARS"
"845","VW PASSAT",8595,2011,3,"MIDSIZE_CARS"
"846","VW SCIROCCO",775,2011,3,"MIDSIZE_CARS"
"847","OTHER_MODEL",10,2011,3,"MIDSIZE_CARS"
"848","ZUSAMMEN",44017,2011,3,"MIDSIZE_CARS"
"850","ALPINA B3",24,2011,3,"EXECUTIVE_CARS"
"851","ALPINA B5",13,2011,3,"EXECUTIVE_CARS"
"852","AUDI A6, S6, RS6, A7",3653,2011,3,"EXECUTIVE_CARS"
"853","BMW 5ER",5720,2011,3,"EXECUTIVE_CARS"
"854","CHRYSLER 300C",39,2011,3,"EXECUTIVE_CARS"
"855","CITROEN C6",6,2011,3,"EXECUTIVE_CARS"
"856","INFINITI M",65,2011,3,"EXECUTIVE_CARS"
"857","JAGUAR XF",208,2011,3,"EXECUTIVE_CARS"
"858","LEXUS GS",6,2011,3,"EXECUTIVE_CARS"
"859","MERCEDES E-KLASSE",4762,2011,3,"EXECUTIVE_CARS"
"860","RENAULT LATITUDE",13,2011,3,"EXECUTIVE_CARS"
"861","SAAB 9-5",37,2011,3,"EXECUTIVE_CARS"
"862","VOLVO 70",434,2011,3,"EXECUTIVE_CARS"
"863","VOLVO 80",25,2011,3,"EXECUTIVE_CARS"
"864","OTHER_MODEL",0,2011,3,"EXECUTIVE_CARS"
"865","ZUSAMMEN",15005,2011,3,"EXECUTIVE_CARS"
"867","ALPINA B7 BITURBO",1,2011,3,"LUXURY_VEHICLES"
"868","AUDI A8, S8",455,2011,3,"LUXURY_VEHICLES"
"869","BENTLEY CONTINENTAL",20,2011,3,"LUXURY_VEHICLES"
"870","BENTLEY MULSANNE",3,2011,3,"LUXURY_VEHICLES"
